inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
60460,el tarasco,el tarasco,1649985,restaurant,risk 1 (high),4358 w 51st st ,chicago,il,60632,2010-04-28,canvass,fail,41.80057495,-87.73317635
60461,el tarasco,el tarasco,1649991,restaurant,risk 1 (high),4358 w 51st st ,chicago,il,60632,2010-04-28,canvass,fail,41.80057495,-87.73317635
60462,el  taconzazo,el taconzazo,1981216,restaurant,risk 1 (high),5145 s pulaski rd ,chicago,il,60632,2010-04-28,canvass re-inspection,pass,41.79916646,-87.72318613
60463,subway,subway,1356009,restaurant,risk 1 (high),5131 s pulaski rd ,chicago,il,60632,2010-04-28,canvass re-inspection,pass w/ conditions,41.79952555,-87.72319591
60464,mookie's food mart co.,mookie's food mart co.,1799437,grocery store,risk 2 (medium),24 s kostner ave ,chicago,il,60624,2010-04-29,canvass re-inspection,pass,41.87976262,-87.73559412
60465,"yousef grocery,inc.","yousef grocery,inc.",2004565,grocery store,risk 2 (medium),616 s pulaski rd ,chicago,il,60624,2010-04-29,complaint,pass,41.87301727,-87.72555237
60466,dunkin donuts,dunkin donuts,1909356,restaurant,risk 2 (medium),4649 s cicero ave ,chicago,il,60632,2010-04-29,complaint,fail,41.80799862,-87.74301216
60467,club nutricional,club nutricional,2028012,restaurant,risk 2 (medium),5115 s kedzie ave ,chicago,il,60632,2010-04-29,license re-inspection,pass,41.80033459,-87.70360601
60468,"yayos rest.,inc.",don beto's grill,2027366,restaurant,risk 1 (high),2430 w 47th st ,chicago,il,60632,2010-04-29,license,pass,41.8085319,-87.6855906
60469,"don beto grill, inc.","don beto grill, inc.",1959977,restaurant,risk 1 (high),2430 w 47th st ,chicago,il,60632,2010-04-29,canvass,fail,41.8085319,-87.6855906
60470,christopher school,christopher school,30031,school,risk 1 (high),5042 s artesian ave ,chicago,il,60632,2010-05-03,canvass,pass,41.8016744,-87.68564411
60471,mckinley park elem,mckinley park elem,26821,school,risk 1 (high),2744 w pershing rd.  (3900s) ,chicago,il,60632,2010-05-03,canvass,pass,41.82291183,-87.69397186
60472,burger king # 3386,burger king # 3386,1543349,restaurant,risk 2 (medium),5211 s cicero ave ,chicago,il,60632,2010-05-03,complaint,pass,41.79828531,-87.74276777
60473,la esquina del sabor,southern style grill,2031633,restaurant,risk 1 (high),3143 w 51 st st ,chicago,il,60632,2010-05-03,license re-inspection,pass,41.8007213,-87.70307308
60474,southern grill,southern grill,1986298,restaurant,risk 1 (high),3143 w 51st st bldg ,chicago,il,60632,2010-05-03,canvass,fail,41.8007213,-87.70307308
60475,red lobster restaurant #277,red lobster restaurant #277,31571,restaurant,risk 1 (high),5201 s pulaski rd ,chicago,il,60632,2010-05-04,complaint,pass,41.79850995,-87.72316542
60476,jackys hot dogs,jackys hot dogs,3775,restaurant,risk 1 (high),5415 s pulaski rd ,chicago,il,60632,2010-05-04,canvass,pass,41.79456097,-87.72305196
60477,genevieve melody elementary,melody elementary,26351,school,risk 1 (high),412 s keeler  (4200w) ,chicago,il,60624,2010-05-05,canvass,pass w/ conditions,41.87474954,-87.73051772
60478,tony's sub,tony's sub,1927010,restaurant,risk 2 (medium),3959 w harrison st ,chicago,il,60624,2010-05-05,canvass,pass,41.87333369,-87.725329
60479,mary's snack shop,mary's snack shop,29766,restaurant,risk 1 (high),606 s pulaski rd ,chicago,il,60624,2010-05-05,canvass,pass w/ conditions,41.87326901,-87.725555
60480,shields annex,shields annex,25361,school,risk 1 (high),4231 s talman ave ,chicago,il,60632,2010-05-06,canvass,fail,41.81648727,-87.69063241
60481,shields elementary main,shields elementary main,2040685,school,risk 1 (high),4250 s rockwell ave ,chicago,il,60632,2010-05-06,canvass,fail,41.81593528,-87.68968453
60482,dunkin donuts,dunkin donuts,1909356,restaurant,risk 2 (medium),4649 s cicero ave ,chicago,il,60632,2010-05-06,complaint re-inspection,pass,41.80799862,-87.74301216
60483,subway,subway,1516132,restaurant,risk 1 (high),4735 s cicero ave ,chicago,il,60632,2010-05-06,canvass,pass,41.80657206,-87.74297702
60484,martin  ryerson elementary,martin  ryerson elementary,25201,school,risk 1 (high),646 n lawndale (3700w) ,chicago,il,60624,2010-05-07,canvass,pass,41.89321142,-87.71883334
60485,one stop,nijar food & liquor,2032029,grocery store,risk 3 (low),4401 w madison st ,chicago,il,60624,2010-05-07,license,fail,41.88049945,-87.73559596
60486,nathan davis elementary,nathan davis elementary,22891,school,risk 1 (high),3014 w 39th st ,chicago,il,60632,2010-05-10,canvass,pass,41.82278588,-87.7002007
60487,davis elementary (annex),davis elementary (annex),2040687,school,risk 1 (high),3050 w 39th pl ,chicago,il,60632,2010-05-10,canvass,pass,41.82185442,-87.70160957
60488,davis n. branch,davis n. branch,70220,school,risk 1 (high),2940 w 40th place (4032s) ,chicago,il,60632,2010-05-10,canvass,pass,41.82011084,-87.69871545
60489,el salvador restaurant,el salvador restaurant,2032271,restaurant,risk 1 (high),4125 s archer ave ,chicago,il,60632,2010-05-10,license,fail,41.81846434,-87.69688004
60490,restaurante y taqueria los pay asos,restaurante y taqueria los pay asos,2026332,restaurant,risk 1 (high),2820 w 55th st ,chicago,il,60632,2010-05-11,license re-inspection,pass,41.79378362,-87.69477733
60491,los taquitos grill,los taquitos grill,1986896,restaurant,risk 1 (high),2811 w 55th st ,chicago,il,60632,2010-05-11,canvass,pass w/ conditions,41.79357208,-87.69431304
60492,crazy pizza,crazy pizza,1991656,restaurant,risk 1 (high),2809 w 55th st ,chicago,il,60632,2010-05-11,canvass,pass,41.79357367,-87.69422154
60493,george tilton,tilton elementary,25621,school,risk 1 (high),223 n keeler  (4200w) ,chicago,il,60624,2010-05-12,canvass,pass,41.88409703,-87.73052949
60494,mcdonald's,mcdonald's,33706,restaurant,risk 2 (medium),3200 w roosevelt rd ,chicago,il,60624,2010-05-12,short form complaint,pass,41.86651389,-87.7057336
60495,murry's fish & chicken,murry's fish & chicken,1969134,restaurant,risk 2 (medium),3357 w harrison st ,chicago,il,60624,2010-05-12,canvass,pass,41.87352017,-87.71063937
60496,duwell fish inc. #2,duwell fish inc. #2,1914029,grocery store,risk 2 (medium),617 s pulaski rd ,chicago,il,60624,2010-05-12,canvass,pass,41.87297338,-87.72525817
60497,shields annex,shields annex,25361,school,risk 1 (high),4231 s talman ave ,chicago,il,60632,2010-05-13,canvass re-inspection,pass,41.81648727,-87.69063241
60498,shields elementary main,shields elementary main,2040685,school,risk 1 (high),4250 s rockwell ave ,chicago,il,60632,2010-05-13,canvass re-inspection,pass,41.81593528,-87.68968453
60499,super avenida fruteria,empty,45237,grocery store,risk 1 (high),2557 w pope john paul ii dr ,chicago,il,60632,2010-05-13,canvass,fail,41.81551345,-87.68938071
60500,la haciendita taqueria inc,la haciendita taqueria,1479601,restaurant,risk 1 (high),3322 w 47th st ,chicago,il,60632,2010-05-13,canvass,fail,41.80818631,-87.70743369
60501,michael faraday elementary,michael faraday elementary,24371,school,risk 1 (high),3250 w monroe st (100s) ,chicago,il,60624,2010-05-14,canvass,pass,41.87974117,-87.70808199
60502,wiley's chicken & ribs,wiley's chicken & ribs,2009371,restaurant,risk 1 (high),3853 w madison st ,chicago,il,60624,2010-05-14,license re-inspection,pass,41.88065243,-87.72289201
60503,shields branch,shields branch,25362,school,risk 1 (high),4420 s fairfield ave ,chicago,il,60632,2010-05-17,canvass,pass,41.81309752,-87.69327474
60504,talman,talman,26781,school,risk 1 (high),5450 s talman ave ,chicago,il,60632,2010-05-17,canvass,pass,41.79407382,-87.6902983
60505,computer and network solutions,cafe internet,2033165,restaurant,risk 2 (medium),5311 s kedzie ave ,chicago,il,60632,2010-05-17,license,fail,41.79678066,-87.70350236
60506,gateway newstands,gateway newstands,2017200,grocery store,risk 3 (low),5106 s pulaski rd ,chicago,il,60632,2010-05-18,license re-inspection,pass,41.80013706,-87.72350873
60507,pulaski,pulaski,1478221,empty,risk 3 (low),5106 s pulaski rd ,chicago,il,60632,2010-05-18,canvass,pass,41.80013706,-87.72350873
60508,"a & b tobacco, inc","a & b tobacco, inc",26716,empty,risk 3 (low),5106 s pulaski rd ,chicago,il,60632,2010-05-18,canvass,pass,41.80013706,-87.72350873
60509,el cangrejo,el cangrejo,1986451,restaurant,risk 1 (high),5087 s archer ave ,chicago,il,60632,2010-05-18,canvass,pass,41.8008335,-87.72829049
60511,john c. burroughs elementary,john c. burroughs elementary,22481,school,risk 1 (high),3542 s washtenaw ,chicago,il,60632,2010-05-19,canvass,pass,41.8288631,-87.69249318
60512,brighton park,brighton park,26451,school,risk 1 (high),3825 s washtenaw ave ,chicago,il,60632,2010-05-19,canvass,pass,41.82391375,-87.69204069
60513,el salvador restaurant,el salvador restaurant,2032271,restaurant,risk 1 (high),4125 s archer ave ,chicago,il,60632,2010-05-19,license re-inspection,pass,41.81846434,-87.69688004
60514,el salvador restaurant,el salvador restaurant,65197,restaurant,risk 1 (high),4125 s archer ave ,chicago,il,60632,2010-05-19,canvass,pass,41.81846434,-87.69688004
60515,taqueria el tenampa,hacienda  del sol,2014003,restaurant,risk 1 (high),5315-17 s pulaski rd ,chicago,il,60632,2010-05-19,license re-inspection,pass,41.79636966,-87.72310369
60516,taqueria el tenampa,hacienda  del sol,2014004,restaurant,risk 3 (low),5315-17 s pulaski rd ,chicago,il,60632,2010-05-19,license re-inspection,pass,41.79636966,-87.72310369
60517,chicago talent development charter,chicago talent development charter,66031,school,risk 1 (high),4319 w washington ,chicago,il,60624,2010-05-20,canvass,pass,41.8818379,-87.73387033
60518,buffalo sam,buffalo sam,1927332,restaurant,risk 2 (medium),508 s kostner ave ,chicago,il,60624,2010-05-20,canvass,pass,41.87389732,-87.73537557
60519,one stop,nijar food & liquor,2032029,grocery store,risk 3 (low),4401 w madison st ,chicago,il,60624,2010-05-20,license re-inspection,pass,41.88049945,-87.73559596
60520,nijar food & liquor inc,nijar food & liquor inc,19565,empty,risk 3 (low),4401 w madison st ,chicago,il,60624,2010-05-20,canvass,pass,41.88049945,-87.73559596
60521,"white castle system, inc.","white castle system, inc.",28489,restaurant,risk 2 (medium),3901 w madison st ,chicago,il,60624,2010-05-20,canvass,pass w/ conditions,41.88064565,-87.72337094
60522,power house high,drw charter,2040690,school,risk 1 (high),931 s homan ave ,chicago,il,60624,2010-05-21,canvass,pass,41.86931497,-87.71048996
60523,dave's 's red hot,dave's 's red hot,1515517,restaurant,risk 2 (medium),3422 w roosevelt rd ,chicago,il,60624,2010-05-21,canvass,pass,41.86644737,-87.71149959
60524,"m. l. k.  food mart, inc.",m. l. k. food mart,2027911,grocery store,risk 2 (medium),4001 w adams st ,chicago,il,60624,2010-05-21,license,fail,41.87786891,-87.72569911
60525,m & m chicken koop,m & m chicken koop,1933087,restaurant,risk 1 (high),3529 w fifth ave ,chicago,il,60624,2010-05-21,canvass,pass,41.87602591,-87.71405613
60526,gunsaulus elementary,gunsaulus elementary,29121,school,risk 1 (high),4420 s sacramento ,chicago,il,60632,2010-05-24,canvass,pass,41.81299531,-87.69940042
60527,sawyer  (annex),sawyer,25231,school,risk 1 (high),5247 s spaulding ,chicago,il,60632,2010-05-24,canvass,pass,41.79756784,-87.70597566
60528,sawyer (main),sawyer,2040692,school,risk 3 (low),5248 s sawyer ave ,chicago,il,60632,2010-05-24,canvass,pass,41.79752155,-87.70504311
60529,la haciendita taqueria inc,la haciendita taqueria,1479601,restaurant,risk 1 (high),3322 w 47th st ,chicago,il,60632,2010-05-24,canvass re-inspection,pass,41.80818631,-87.70743369
60530,super avenida fruteria,empty,45237,grocery store,risk 1 (high),2557 w pope john paul ii dr ,chicago,il,60632,2010-05-25,canvass re-inspection,pass,41.81551345,-87.68938071
60531,computer and network solutions,cafe internet,2033165,restaurant,risk 2 (medium),5311 s kedzie ave ,chicago,il,60632,2010-05-25,license re-inspection,fail,41.79678066,-87.70350236
60532,superdollarmex  plus,empty,2002808,grocery store,risk 3 (low),2828 w 55th st ,chicago,il,60632,2010-05-25,canvass,pass,41.79378047,-87.69496028
60533,"don gollo supermercado, inc.",superdollarmex plus,2036612,grocery store,risk 2 (medium),2826-2828 w 55th st ,chicago,il,60632,2010-05-25,license,pass,41.79378047,-87.69496028
60534,westinghouse campus,westinghouse high school,20068,school,risk 1 (high),3223 w franklin blvd ,chicago,il,60624,2010-05-26,canvass,pass,41.88994963,-87.70734353
60535,african supermarket & liquor,african supermarket & liquor,28149,grocery store,risk 2 (medium),4156-4158 w madison st ,chicago,il,60624,2010-05-26,tag removal,pass w/ conditions,41.88077997,-87.73030601
60536,sweet tooth and more,sweet tooth and more,2036222,grocery store,risk 2 (medium),1103 s pulaski rd ,chicago,il,60624,2010-05-26,license,fail,41.86788014,-87.72509606
60537,kelly high school,kelly high school,46181,school,risk 1 (high),4136 s california (2800w) ,chicago,il,60632,2010-05-28,canvass,fail,41.81871101,-87.69467483
60538,las islas marias,las islas marias,1820018,empty,risk 1 (high),4781 s archer ave ,chicago,il,60632,2010-05-28,canvass,pass,41.80666846,-87.71612755
60539,isla's marias,isla's marias,2027204,restaurant,risk 1 (high),4781 s archer ave ,chicago,il,60632,2010-05-28,license re-inspection,pass,41.80666846,-87.71612755
60540,taqueria jamay,taqueria jamay,1596342,restaurant,risk 1 (high),2500 w 51st st ,chicago,il,60632,2010-05-28,canvass,fail,41.80122255,-87.68674543
60541,gilmart's  food & liquor,gilmart's  food & liquor,22715,grocery store,risk 1 (high),5044-5054 s archer ave ,chicago,il,60632,2010-06-02,complaint,pass w/ conditions,41.80140003,-87.72604374
60542,curie metro. (h/s),curie metro. (h/s),53101,school,risk 1 (high),4959 s archer ,chicago,il,60632,2010-06-03,canvass,pass,41.80304615,-87.72200673
60543,paleteria el sabor de michoacan inc.,paleteria el sabor de michoacan,1986793,restaurant,risk 1 (high),2456 w 47th st ,chicago,il,60632,2010-06-03,complaint,pass,41.80851466,-87.68648786
60544,mariscos el kora restaurant,mariscos el kora restaurant,1922200,empty,risk 1 (high),3016-18 w 47th st ,chicago,il,60632,2010-06-03,canvass,pass,41.80829789,-87.69983243
60545,mariscos el kora inc,mariscos el kora,1974111,restaurant,risk 1 (high),3016-3018 w 47th st ,chicago,il,60632,2010-06-03,canvass,pass,41.80829789,-87.69983243
60546,"fish & chicken on roosevelt, inc.",fish & chicken on roosevelt,2032087,restaurant,risk 2 (medium),3537 w roosevelt rd ,chicago,il,60624,2010-06-04,license,fail,41.86619143,-87.71446376
60547,big daddy food mart,big daddy food mart,1937110,grocery store,risk 2 (medium),3845 w roosevelt rd ,chicago,il,60624,2010-06-04,short form complaint,pass,41.86610631,-87.72194013
60548,b & a supersub inc,b & a supersub,1122312,restaurant,risk 2 (medium),3943 w roosevelt rd ,chicago,il,60624,2010-06-04,short form complaint,pass w/ conditions,41.86607379,-87.72437268
60549,kelly high school,kelly high school,46181,school,risk 1 (high),4136 s california (2800w) ,chicago,il,60632,2010-06-07,canvass re-inspection,pass,41.81871101,-87.69467483
60550,st.pancratius,st.pancratius,0,special event,risk 1 (high),2957 w 40th pl ,chicago,il,60632,2010-06-07,special events (festivals),fail,41.8198661,-87.69935992
60551,taqueria jamay,taqueria jamay,1596342,restaurant,risk 1 (high),2500 w 51st st ,chicago,il,60632,2010-06-07,canvass re-inspection,pass,41.80122255,-87.68674543
60552,"la quebrada #3, inc.",la quebrada,1243021,restaurant,risk 1 (high),5100-5102 s california ave ,chicago,il,60632,2010-06-07,canvass,pass,41.80089564,-87.69414412
60553,submarine port inc,submarine port inc,3946,restaurant,risk 1 (high),2759 w 51st st ,chicago,il,60632,2010-06-07,canvass,fail,41.80088087,-87.69393527
60554,marathon gas,marathon gas,2036421,grocery store,risk 3 (low),410 s kostner ave ,chicago,il,60624,2010-06-09,license,pass,41.87475054,-87.73541489
60555,"aza petroleum, inc.","aza petroleum, inc.",1596250,empty,risk 3 (low),414 s kostner ave ,chicago,il,60624,2010-06-09,canvass,pass,41.87461461,-87.73540785
60556,j.a.b.s. corp,j.a.b.s. corp,28614,empty,risk 3 (low),414 s kostner ave ,chicago,il,60624,2010-06-09,canvass,pass,41.87461461,-87.73540785
60557,"white castle system, inc.","white castle system, inc.",28489,restaurant,risk 2 (medium),3901 w madison st ,chicago,il,60624,2010-06-09,tag removal,pass,41.88064565,-87.72337094
60558,little giants child care center,little giant's child care center,1170576,daycare (2 - 6 years),risk 1 (high),3863 w harrison st ,chicago,il,60624,2010-06-09,canvass,fail,41.87335315,-87.72288302
60559,f&f foods,f&f foods,2026811,wholesale,risk 2 (medium),3501 w 48th pl ,chicago,il,60632,2010-06-10,license,fail,41.80549508,-87.71130902
60560,"m. l. k.  food mart, inc.",m. l. k. food mart,2027911,grocery store,risk 2 (medium),4001 w adams st ,chicago,il,60624,2010-06-11,license re-inspection,fail,41.87786891,-87.72569911
60561,north lawndale ymca,north lawndale ymca,1043826,daycare above and under 2 years,risk 1 (high),3449 w arthington st ,chicago,il,60624,2010-06-11,canvass,pass,41.86986985,-87.71259474
60562,north lawndale ymca,north lawndale ymca,1168131,daycare above and under 2 years,risk 1 (high),3449 w arthington st ,chicago,il,60624,2010-06-11,canvass,pass,41.86986985,-87.71259474
60563,finki elementary academy,finki elementary academy,23541,school,risk 1 (high),2332 s western (2400w) ,chicago,il,60608,2010-06-14,canvass,fail,empty,empty
60564,pickard elementary,josiah pickard elementary,24961,school,risk 1 (high),2301 w 21st place (2132s) ,chicago,il,60608,2010-06-14,canvass,fail,41.85287295,-87.6833397
60565,ruiz elementary school,ruiz elementary school,24931,school,risk 1 (high),2410 s leavitt (2200w) ,chicago,il,60608,2010-06-15,canvass,pass w/ conditions,41.84809742,-87.68078114
60566,plamondon elementary,plamondon elementary,24981,school,risk 1 (high),2642 w 15th place  (1532s) ,chicago,il,60608,2010-06-15,canvass,pass,41.86028668,-87.69250468
60567,chicago tech academy (charter),medill campus,24481,school,risk 1 (high),1301 w 14th st  (1400s) ,chicago,il,60608,2010-06-16,canvass,pass,41.86327277,-87.65914247
60568,joyner cpc,smyth cpc,25412,school,risk 1 (high),1315 s blue island (1300s) ,chicago,il,60608,2010-06-16,canvass,pass,41.86505167,-87.65485148
60569,smyth,smyth,25411,school,risk 1 (high),1059 w 13th   (1300s) st ,chicago,il,60608,2010-06-16,canvass,pass,41.86532347,-87.65347031
60570,fifth city child development,fifth city child development,25796,daycare (2 - 6 years),risk 1 (high),3411 w fifth ave ,chicago,il,60624,2010-06-17,license,fail,41.87679531,-87.71128878
60571,little giants child care center,little giant's child care center,1170576,daycare (2 - 6 years),risk 1 (high),3863 w harrison st ,chicago,il,60624,2010-06-17,canvass re-inspection,pass,41.87335315,-87.72288302
60572,little giants child care center,little giant's child care center,1170576,daycare (2 - 6 years),risk 1 (high),3863 w harrison st ,chicago,il,60624,2010-06-17,license,pass,41.87335315,-87.72288302
60573,vera's,vera's,2027307,restaurant,risk 2 (medium),4403 w madison st ,chicago,il,60624,2010-06-17,complaint,pass w/ conditions,41.88049855,-87.73567206
60574,"m. l. k.  food mart, inc.",m. l. k. food mart,2027911,grocery store,risk 2 (medium),4001 w adams st ,chicago,il,60624,2010-06-17,license re-inspection,pass,41.87786891,-87.72569911
60575,family time eatery & snack shop,family time eatery & snack shop,2031368,restaurant,risk 2 (medium),212 s pulaski rd ,chicago,il,60624,2010-06-17,short form complaint,pass,41.87753057,-87.72570859
60576,bobak sausage company,bobak sausage company,23290,grocery store,risk 1 (high),5275 s archer ave ,chicago,il,60632,2010-06-18,canvass,pass,41.79928776,-87.73837902
60577,laristos,laristos,1221746,tavern,risk 3 (low),606 e 75th st ,chicago,il,60619,2010-06-18,canvass,fail,41.75860006,-87.60995116
60578,finki elementary academy,finki elementary academy,23541,school,risk 1 (high),2332 s western (2400w) ,chicago,il,60608,2010-07-06,canvass re-inspection,pass,empty,empty
60579,pickard elementary,josiah pickard elementary,24961,school,risk 1 (high),2301 w 21st place (2132s) ,chicago,il,60608,2010-07-06,canvass re-inspection,pass,41.85287295,-87.6833397
60580,fifth city child development,fifth city child development,25796,daycare (2 - 6 years),risk 1 (high),3411 w fifth ave ,chicago,il,60624,2010-07-06,license re-inspection,pass,41.87679531,-87.71128878
60581,church's chicken # 970,church's chicken # 970,1273267,restaurant,risk 2 (medium),2 s pulaski rd ,chicago,il,60624,2010-07-06,complaint,fail,41.88067699,-87.72581613
60582,f&f foods,f&f foods,2026811,wholesale,risk 2 (medium),3501 w 48th pl ,chicago,il,60632,2010-07-07,license re-inspection,pass,41.80549508,-87.71130902
60583,f & f foods inc,f & f foods inc,46461,grocery store,risk 3 (low),3501 w 48th pl ,chicago,il,60632,2010-07-07,canvass,out of business,41.80549508,-87.71130902
60584,f & f foods inc,f & f foods inc,1619381,grocery store,risk 3 (low),3501 w 48th pl ,chicago,il,60632,2010-07-07,canvass,out of business,41.80549508,-87.71130902
60585,submarine port inc,submarine port inc,3946,restaurant,risk 1 (high),2759 w 51st st ,chicago,il,60632,2010-07-07,canvass re-inspection,pass,41.80088087,-87.69393527
60586,los taquitos grill,los taquitos grill,1986896,restaurant,risk 1 (high),2811 w 55th st ,chicago,il,60632,2010-07-07,short form complaint,pass w/ conditions,41.79357208,-87.69431304
63229,collins academy high school,collins academy/north lawndale college prep,49131,school,risk 1 (high),1313 s sacramento ,chicago,il,60623,2010-01-20,canvass,fail,41.86416169,-87.70200761
63230,la kermese,la kermese,18786,restaurant,risk 1 (high),3000 -3002 w 26th st ,chicago,il,60623,2010-01-20,canvass,pass w/ conditions,41.84471918,-87.70021954
63231,our lady of lourdes,our lady of lourdes,42575,daycare (under 2 years),risk 1 (high),1449 s keeler ave ,chicago,il,60623,2010-01-21,canvass re-inspection,pass,41.86100327,-87.72976248
63232,our lady of lourdes,our lady of lourdes,42577,daycare (under 2 years),risk 1 (high),1449 s keeler ave ,chicago,il,60623,2010-01-21,canvass re-inspection,pass,41.86100327,-87.72976248
63233,james weldon johnson school,james weldon johnson school,26231,school,risk 1 (high),1420 s albany  (3100w) ,chicago,il,60623,2010-01-22,canvass,pass,41.86183983,-87.7031756
63234,james weldon johnson cpc,james weldon johnson  cpc,26232,school,risk 1 (high),1504 s albany (3100w) ,chicago,il,60623,2010-01-22,canvass,pass,41.86115278,-87.70315429
63235,las islas marias,las islas marias,1943409,restaurant,risk 1 (high),2400 s pulaski rd ,chicago,il,60623,2010-01-22,canvass,pass w/ conditions,41.84785765,-87.72479531
63236,roswell mason cpc,roswell mason cpc,24382,school,risk 1 (high),4216 w 19th st ,chicago,il,60623,2010-01-25,canvass,pass,41.85505735,-87.73040482
63237,roswell mason elementary school,legacy chapter  campus,24381,school,risk 1 (high),4217 w 18th st ,chicago,il,60623,2010-01-25,canvass,pass,41.85685194,-87.73049117
63238,mcdonald's,mcdonald's,1332913,restaurant,risk 2 (medium),2609 s kedzie ave ,chicago,il,60623,2010-01-26,complaint,fail,41.84420224,-87.70488699
63239,"san jose restaurant, inc.","san jose restaurant, inc.",1958715,restaurant,risk 1 (high),3121 w cermak rd ,chicago,il,60623,2010-01-26,canvass,pass,41.85167409,-87.70378753
63240,collins academy high school,collins academy/north lawndale college prep,49131,school,risk 1 (high),1313 s sacramento ,chicago,il,60623,2010-01-27,canvass re-inspection,pass,41.86416169,-87.70200761
63241,frank food #4,frank food #4,1767467,grocery store,risk 3 (low),1819 s kedzie ave ,chicago,il,60623,2010-01-27,complaint re-inspection,pass,41.85714095,-87.70526117
63242,taqueria los comales #1 inc,taqueria los comales #1,66734,restaurant,risk 1 (high),3141 w 26th st ,chicago,il,60623,2010-01-27,complaint,pass,41.84441606,-87.70421001
63243,charles hammond elementary,charles hammond elementary,23531,school,risk 1 (high),2819 w 21st place   (2132s) ,chicago,il,60623,2010-02-01,canvass,fail,41.85269133,-87.69627777
63244,"armando's y santa barbara, inc",armando's santa barbara,2013791,grocery store,risk 1 (high),2627 s kedzie ave ,chicago,il,60623,2010-02-01,license,fail,41.84369455,-87.70487055
63245,rosario castellanos,rosario castellanos elementary school,22461,school,risk 1 (high),2524 s central park (3600w) ,chicago,il,60623,2010-02-02,canvass,pass,41.84544296,-87.71496352
63246,lindo mexico,lindo mexico,50821,restaurant,risk 1 (high),3115 w 26th st ,chicago,il,60623,2010-02-02,canvass,pass,41.84442867,-87.70323687
63247,mcdonald's,mcdonald's,1332913,restaurant,risk 2 (medium),2609 s kedzie ave ,chicago,il,60623,2010-02-02,complaint re-inspection,pass,41.84420224,-87.70488699
63248,el fandango,el fandango,1621729,restaurant,risk 1 (high),3331 w 26th st ,chicago,il,60623,2010-02-03,canvass,pass,41.84435801,-87.70862525
63249,birrieria patinos ocotlan,birrieria patinos ocotlan,38804,restaurant,risk 1 (high),3809 w 26th st ,chicago,il,60623,2010-02-03,canvass,pass,41.84420207,-87.72009767
63250,charles hammond elementary,charles hammond elementary,23531,school,risk 1 (high),2819 w 21st place   (2132s) ,chicago,il,60623,2010-02-08,canvass re-inspection,pass,41.85269133,-87.69627777
63251,la chapparita grocery,la chapparita grocery,1045268,restaurant,risk 1 (high),2500 s whipple st ,chicago,il,60623,2010-02-08,canvass,pass w/ conditions,41.84628775,-87.70156192
63252,mariscos luis,mariscos luis,1514084,restaurant,risk 1 (high),3124 w 25th st ,chicago,il,60623,2010-02-08,canvass,pass,41.84646241,-87.70371914
63253,los arriados incorporated,los arriados,38025,restaurant,risk 1 (high),3101 w 26th st ,chicago,il,60623,2010-02-08,canvass,pass,41.8444375,-87.70262831
63254,markos tacos & cafe,markos tacos & cafe,2017438,restaurant,risk 1 (high),3009 w cermak rd ,chicago,il,60623,2010-02-09,license,fail,41.85172138,-87.70078598
63255,atardecer acapulqueno inc.,atardecer acapulqueno inc.,1910118,restaurant,risk 1 (high),2906 w cermak rd ,chicago,il,60623,2010-02-09,canvass,pass,41.85195988,-87.69953768
63256,maria saucedo elementary,maria saucedo scholastic academy,29151,school,risk 1 (high),2850 w 24th st ,chicago,il,60623,2010-02-10,canvass,pass,41.84796859,-87.69728712
63257,telpochcalli,telpochcalli (cps),2042643,school,risk 1 (high),2832 w 24th st ,chicago,il,60623,2010-02-10,canvass,pass,41.84797834,-87.6966316
63258,chickies,chickies,1848186,restaurant,risk 2 (medium),2839 s pulaski rd ,chicago,il,60623,2010-02-10,complaint,fail,41.83938905,-87.72427111
63259,la merced inc,la merced inc,6834,grocery store,risk 1 (high),4335 w 26th st ,chicago,il,60623,2010-02-11,canvass,pass,41.8440328,-87.73243286
63260,"jessica's bakery, inc",jessica's bakery,59149,bakery,risk 2 (medium),4341 w 26th st ,chicago,il,60623,2010-02-11,canvass,pass w/ conditions,41.844029,-87.73267453
63261,izalco restaurant,izalco restaurant,1842835,restaurant,risk 1 (high),4377 w 26th st ,chicago,il,60623,2010-02-11,canvass,pass w/ conditions,41.8440059,-87.73404649
63262,david g farragut academy  h/s,farragut,53091,school,risk 1 (high),2345 s christiana ,chicago,il,60623,2010-02-16,complaint,fail,41.8485793,-87.70866954
63263,catedral cyber cafe,catedral cyber cafe,1618395,restaurant,risk 1 (high),2500 s christiana ave ,chicago,il,60623,2010-02-16,canvass,pass,41.8461842,-87.70888991
63264,plaza food & liquor,plaza food & liquor,8776,grocery store,risk 3 (low),3459 w ogden ave ,chicago,il,60623,2010-02-17,complaint,pass,41.85526591,-87.71240156
63265,catherine's place,i'm hungry,1986813,restaurant,risk 1 (high),4203 w cermak rd ,chicago,il,60623,2010-02-17,license re-inspection,pass,41.85136621,-87.72976632
63266,abe's in & out,abe's in & out,1948539,grocery store,risk 2 (medium),3661 w ogden ave ,chicago,il,60623,2010-02-17,short form complaint,pass,41.85357266,-87.71725429
63267,veridiana garcia,veridiana garcia,2017921,restaurant,risk 2 (medium),3402 w 26th    st ,chicago,il,60623,2010-02-17,license,fail,41.84455767,-87.71006591
